"categoria","receita_total"
"Fund including tend maybe affect black bill listen pass none.","143300.70999999988"
"Develop claim fund lot pressure large want above.","143299.2"
"Authority teach level option in receive without citizen couple set but production.","143292.24000000002"
"Democratic against son drug training would old.","143226.3"
"Truth garden to apply forward gun finish assume theory.","143225.91999999998"
"Indeed certain tend fall why when soon again section science.","143225.36000000007"
"Support child pattern suffer happen hope yard those.","143222.49999999994"
"Black take line become travel surface seem name bag clear marriage.","143209.7400000001"
"Clearly memory far cell control hope reflect four north explain industry.","143199.38999999996"
"Image blood against lead become ask answer far miss.","143167.20000000004"
"Power sure source price become national food common even hour.","143158.18"
"Parent laugh quality field PM term one bad boy involve.","143157.5"
"Remember detail beautiful push movie however discussion business mission.","143135.6799999999"
"Way claim senior top major catch far article drop customer fall under.","143094.22"
"Issue he strategy green simply night campaign standard.","143091.52"
"Nature over page reality especially style work national bed this.","143086.08000000007"
"Allow reveal she eat want also husband.","143076.60000000003"
"Return imagine some director painting another thus green before play challenge.","143057.19999999995"
"Truth later agreement he service call behind Mrs surface policy population economy religious.","143035.7599999999"
"Television tonight include them us law day six shake.","142935.6"
"Spend participant available compare while spend control happy simply mention section step.","142928.08999999997"
"Wonder place tonight threat the radio network continue clear carry.","142866.3"
"Such listen among claim throw gas born type lay with little owner his.","142850.24000000017"
"Alone protect school system probably that spring road produce more very never.","142749.69999999998"
"Mind them face order prepare do mention training western dog quickly.","142735.50000000003"
"Option certain my true result behavior.","142717.53"
"Have cell concern make himself stock according push table start ball wide.","142685.76000000015"
"Try bring say try side degree big social star.","142685.2"
"Cover ground western enough specific ever owner some wonder.","142671.75999999992"
